Reference ID,Category,Name,Tiers - Level 1 (from Child ERS(s)),Local Controls (Linked),Framework (from Local Controls (Linked)),Sort Order
ER-91,Configuration,[Configuration] Firewall Rules/Security Groups,"Security,PCI DSS v4.0 - ROC - Merchant","0265.09m1Organizational.2,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-37,REQ-37-SOC1,REQ-37-HIPAA,1.4.3,0265.09m1Organizational.2,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-37,REQ-37-SOC1,REQ-37-HIPAA,1.4.3,0265.09m1Organizational.2,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-37,REQ-37-SOC1,REQ-37-HIPAA,0265.09m1Organizational.2,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-37,REQ-37-SOC1,REQ-37-HIPAA,0265.09m1Organizational.2,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-37,REQ-37-SOC1,REQ-37-HIPAA,0265.09m1Organizational.2,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-37,REQ-37-SOC1,REQ-37-HIPAA,1.4.3,1.4.3","HITRUST,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,HIPAA Security,PCI DSS v4.0,HITRUST,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,HIPAA Security,PCI DSS v4.0,HITRUST,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,HIPAA Security,HITRUST,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,HIPAA Security,HITRUST,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,HIPAA Security,HITRUST,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0",88
ER-92,Configuration,[Configuration] AWS IAM Credential Report,Security,"A.05.16,REQ-28,REQ-28-HIPAA,REQ-28-SOC1,REQ-27,REQ-27-HIPAA,REQ-27-SOC1,A.08.18,A.05.16,REQ-28,REQ-28-HIPAA,REQ-28-SOC1,REQ-27,REQ-27-HIPAA,REQ-27-SOC1,A.08.18,A.05.16,REQ-28,REQ-28-HIPAA,REQ-28-SOC1,REQ-27,REQ-27-HIPAA,REQ-27-SOC1,A.08.18,A.05.16,REQ-28,REQ-28-HIPAA,REQ-28-SOC1,REQ-27,REQ-27-HIPAA,REQ-27-SOC1,A.08.18,A.05.16,REQ-28,REQ-28-HIPAA,REQ-28-SOC1,REQ-27,REQ-27-HIPAA,REQ-27-SOC1,A.08.18","ISO 27001/2 (2022),SOC 2,HIPAA Security,SOC 1,SOC 2,HIPAA Security,SOC 1,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,HIPAA Security,SOC 1,SOC 2,HIPAA Security,SOC 1,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,HIPAA Security,SOC 1,SOC 2,HIPAA Security,SOC 1,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,HIPAA Security,SOC 1,SOC 2,HIPAA Security,SOC 1,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,HIPAA Security,SOC 1,SOC 2,HIPAA Security,SOC 1,ISO 27001/2 (2022)",89
ER-93,Configuration,[Configuration] AWS Trusted Advisor Report,Security,"REQ-37,REQ-37-HIPAA,REQ-37-SOC1,REQ-37,REQ-37-HIPAA,REQ-37-SOC1,REQ-37,REQ-37-HIPAA,REQ-37-SOC1,REQ-37,REQ-37-HIPAA,REQ-37-SOC1,REQ-37,REQ-37-HIPAA,REQ-37-SOC1,REQ-37,REQ-37-HIPAA,REQ-37-SOC1","SOC 2,HIPAA Security,SOC 1,SOC 2,HIPAA Security,SOC 1,SOC 2,HIPAA Security,SOC 1,SOC 2,HIPAA Security,SOC 1,SOC 2,HIPAA Security,SOC 1,SOC 2,HIPAA Security,SOC 1",90
ER-95,Configuration,[Configuration] Evidence of Intrusion Detection (IDS) Dashboard with Events,Security,"REQ-40,A.08.20,A.08.21,A.08.22,REQ-40-SOC1,0825.09m1Organizational.14,A.08.07,REQ-40,A.08.20,A.08.21,A.08.22,REQ-40-SOC1,0825.09m1Organizational.14,A.08.07,REQ-40,A.08.20,A.08.21,A.08.22,REQ-40-SOC1,0825.09m1Organizational.14,A.08.07,REQ-40,A.08.20,A.08.21,A.08.22,REQ-40-SOC1,A.08.07,REQ-40,A.08.20,A.08.21,A.08.22,REQ-40-SOC1,A.08.07,REQ-40,A.08.20,A.08.21,A.08.22,REQ-40-SOC1,A.08.07,0825.09m1Organizational.14,0825.09m1Organizational.14","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HITRUST,ISO 27001/2 (2022),SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HITRUST,ISO 27001/2 (2022),SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HITRUST,ISO 27001/2 (2022),SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HITRUST,HITRUST",92
ER-97,Configuration,[Configuration] Evidence from Security Logging Dashboard,Security,"REQ-39,A.08.15,A.08.16,REQ-39-SOC1,REQ-39-HIPAA,12148.06i1Organizational.1,REQ-39,A.08.15,A.08.16,REQ-39-SOC1,REQ-39-HIPAA,12148.06i1Organizational.1,REQ-39,A.08.15,A.08.16,REQ-39-SOC1,REQ-39-HIPAA,12148.06i1Organizational.1,12148.06i1Organizational.1","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,HITRUST",93
ER-98,Configuration,[Configuration] Security Event Alerts,Security,"REQ-39,A.08.15,A.08.16,REQ-39-SOC1,REQ-39-HIPAA,REQ-39,A.08.15,A.08.16,REQ-39-SOC1,REQ-39-HIPAA,REQ-39,A.08.15,A.08.16,REQ-39-SOC1,REQ-39-HIPAA,REQ-39,A.08.15,A.08.16,REQ-39-SOC1,REQ-39-HIPAA","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security",94
ER-99,Configuration,[Configuration] Evidence from Infrastructure Monitoring Dashboard(s),Security,"REQ-41,A.08.15,A.08.16,REQ-41-SOC1,REQ-41,A.08.15,A.08.16,REQ-41-SOC1,REQ-41,A.08.15,A.08.16,REQ-41-SOC1","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1",95
ER-100,Configuration,[Configuration] Infrastructure Monitoring Alerts,Security,"REQ-41,A.08.15,A.08.16,REQ-41-SOC1,REQ-41,A.08.15,A.08.16,REQ-41-SOC1,REQ-41,A.08.15,A.08.16,REQ-41-SOC1,REQ-41,A.08.15,A.08.16,REQ-41-SOC1","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1",96
ER-103,Configuration,[Configuration] System Capacity Monitoring Alerts,Availability,"REQ-64,A.08.06,A.08.16,REQ-64-SOC1,REQ-64,A.08.06,A.08.16,REQ-64-SOC1,REQ-64,A.08.06,A.08.16,REQ-64-SOC1,REQ-64,A.08.06,A.08.16,REQ-64-SOC1,REQ-64,A.08.06,A.08.16,REQ-64-SOC1","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1",99
ER-104,Configuration,[Configuration] Evidence from System Capacity Monitoring Dashboard,Availability,"REQ-64,A.08.06,A.08.16,REQ-64-SOC1,REQ-64,A.08.06,A.08.16,REQ-64-SOC1,REQ-64,A.08.06,A.08.16,REQ-64-SOC1,REQ-64,A.08.06,A.08.16,REQ-64-SOC1,REQ-64,A.08.06,A.08.16,REQ-64-SOC1","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1",100
ER-105,Operational,[Operational] Risk Assessment,Security,"REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.02,08.03,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,REQ-110-HIPAA,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.02,08.03,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,08.03,1704.03b1Organizational.12,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.02,08.03,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,08.03,08.02,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,08.03,08.02,08.03,08.02,08.03,08.02,08.03,08.02,08.03","SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022)",101
ER-108,Policy,"[Policy] Data Classification, Retention and Disposal","Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-32,REQ-65,REQ-67,1239.09aa1System.4,1616.09l1Organizational.16,A.05.09,A.05.11,A.05.12,A.05.13,A.05.14,A.07.09,A.07.10a,A.08.10,REQ-32-HIPAA,REQ-67-HIPAA,REQ-66,REQ-66-HIPAA,A.05.15,A.05.18a,A.08.02,A.08.03,A.08.20,A.08.21,A.08.22,1767.07d1Organizational.2,0305.09q1Organizational.12,19142.06c1Organizational.8,A.07.14,A.05.10,A.05.33,9.4.2,9.4.6,3.1.1,3.2.1,3.3.1,3.3.1.1,3.4.1,REQ-66,A.05.15,A.05.18a,A.08.02,A.08.03,A.08.20,A.08.21,A.08.22,REQ-66-HIPAA,1767.07d1Organizational.2,0305.09q1Organizational.12,19142.06c1Organizational.8,9.4.2,9.4.6,3.1.1,3.2.1,3.3.1,3.4.1,0305.09q1Organizational.12,19142.06c1Organizational.8,3.1.1,3.2.1,REQ-66,A.05.15,A.05.18a,A.08.03,A.08.20,A.08.21,A.08.22,REQ-66-HIPAA,3.1.1,3.2.1,1767.07d1Organizational.2,19142.06c1Organizational.8,9.4.2,3.1.1,3.2.1,REQ-66,A.05.15,A.05.18a,A.08.02,A.08.03,A.08.20,A.08.21,A.08.22,REQ-66-HIPAA,19142.06c1Organizational.8,3.1.1,3.2.1,1767.07d1Organizational.2,19142.06c1Organizational.8,3.1.1,3.2.1,19142.06c1Organizational.8,9.4.6,3.1.1,3.2.1,19142.06c1Organizational.8,3.1.1,3.2.1,19142.06c1Organizational.8,3.1.1,3.2.1,19142.06c1Organizational.8,19142.06c1Organizational.8,19142.06c1Organizational.8,3.1.1,3.2.1,3.3.1,9.4.6,3.4.1","SOC 2,SOC 2,SOC 2,HITRUST,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,HIPAA Security,SOC 2,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,HITRUST,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",104
ER-113,Operational,[Operational] Incident Response Plan Test,Security,"REQ-49,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,A.05.25,REQ-49-HIPAA,1589.11c1Organizational.5,REQ-49,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,A.05.25,REQ-49-HIPAA,1589.11c1Organizational.5,REQ-49,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,A.05.25,REQ-49-HIPAA,REQ-49,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,A.05.25,REQ-49-HIPAA,REQ-49,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,A.05.25,REQ-49-HIPAA,REQ-49,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,A.05.25,REQ-49-HIPAA,1589.11c1Organizational.5,1589.11c1Organizational.5","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,HITRUST,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,HITRUST,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,HITRUST,HITRUST",108
ER-114,Configuration,[Configuration] Backups and Schedules,Availability,"REQ-62,REQ-63,1616.09l1Organizational.16,A.05.29,A.05.30a,A.08.13a,A.08.14,16.09l1Organizational.4,1618.09l1Organizational.45,REQ-62-SOC1,REQ-63-SOC1,REQ-62-HIPAA,REQ-63-HIPAA,REQ-62,REQ-63,1616.09l1Organizational.16,A.05.29,A.05.30a,A.08.13a,A.08.14,16.09l1Organizational.4,1618.09l1Organizational.45,REQ-62-SOC1,REQ-63-SOC1,REQ-62-HIPAA,REQ-63-HIPAA,REQ-62,REQ-63,1616.09l1Organizational.16,A.05.29,A.05.30a,A.08.13a,A.08.14,REQ-62-SOC1,REQ-63-SOC1,REQ-62-HIPAA,REQ-63-HIPAA,REQ-62,REQ-63,1616.09l1Organizational.16,A.05.29,A.05.30a,A.08.13a,A.08.14,REQ-62-SOC1,REQ-63-SOC1,REQ-62-HIPAA,REQ-63-HIPAA,REQ-62,REQ-63,1616.09l1Organizational.16,A.05.29,A.05.30a,A.08.13a,A.08.14,REQ-62-SOC1,REQ-63-SOC1,REQ-62-HIPAA,REQ-63-HIPAA,REQ-62,REQ-63,1616.09l1Organizational.16,A.05.29,A.05.30a,A.08.13a,A.08.14,REQ-62-SOC1,REQ-63-SOC1,REQ-62-HIPAA,REQ-63-HIPAA,16.09l1Organizational.4,1618.09l1Organizational.45,1618.09l1Organizational.45,16.09l1Organizational.4,1618.09l1Organizational.45","SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,HITRUST,SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,HITRUST,SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST",109
ER-115,Policy,[Policy] Backups,Availability,"REQ-60,REQ-61,1616.09l1Organizational.16,A.05.29,A.08.13a,REQ-61-HIPAA,REQ-60-SOC1,REQ-61-SOC1,REQ-60-HIPAA,REQ-60,REQ-61,1616.09l1Organizational.16,A.05.29,A.08.13a,REQ-61-HIPAA,REQ-60-SOC1,REQ-61-SOC1,REQ-60-HIPAA,REQ-60,REQ-61,1616.09l1Organizational.16,A.05.29,A.08.13a,REQ-61-HIPAA,REQ-60-SOC1,REQ-61-SOC1,REQ-60-HIPAA,REQ-60,REQ-61,1616.09l1Organizational.16,A.05.29,A.08.13a,REQ-61-HIPAA,REQ-60-SOC1,REQ-61-SOC1,REQ-60-HIPAA,REQ-60,REQ-61,1616.09l1Organizational.16,A.05.29,A.08.13a,REQ-61-HIPAA,REQ-60-SOC1,REQ-61-SOC1,REQ-60-HIPAA","SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,SOC 1,SOC 1,HIPAA Security,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,SOC 1,SOC 1,HIPAA Security,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,SOC 1,SOC 1,HIPAA Security,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,SOC 1,SOC 1,HIPAA Security,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,SOC 1,SOC 1,HIPAA Security",110
ER-119,Configuration,[Configuration] Evidence of Branch Protection Rules for Production Repositories,Security,"REQ-54,REQ-57,A.05.03,A.08.31,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-57-HIPAA,REQ-54,REQ-57,A.05.03,A.08.31,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-57-HIPAA,REQ-54,REQ-57,A.05.03,A.08.31,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-57-HIPAA","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security",114
